ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL388590,BENZBROMARONE,BENZBROMARON|BENZBROMARONE|BENZPROMARONE|DESURIC|L-2214|MJ 10061|MJ-10061|NARCARICIN MITE|NSC-85433|UROLEAP,Small molecule,4,424.09,266,2098,5.46,50.44,3,1,1,3,N,0.57,5.11,None,5.55,3.69,3,MOL,0,22,3,1,1,421.9153,0.28,ACID,C17H12Br2O3,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N
CHEMBL1201520,UROFOLLITROPIN,Bravelle|FERTINORM|FOLLITROPIN HUMAN|FOSTIMON|Fertinex|GONADOTRAPHON FSH|METRODIN HIGH PURITY|Metrodin|ORGAFOL|UROFOLLITROPHIN|UROFOLLITROPIN|Urofollitrophin,Unknown,4,,1,14,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL49,BUSPIRONE,BCI-024|BUSPIRONE|Buspar|Buspirone|GEN-BUSPIRONE,Small molecule,4,385.51,176,1086,2.09,69.64,6,0,0,6,N,0.55,None,7.62,1.78,1.35,1,MOL,0,28,7,0,0,385.2478,-1.1,NEUTRAL,C21H31N5O2,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N
CHEMBL3137333,ISAVUCONAZONIUM SULFATE,AK-1820|AK1820|BAL-8557-002|BAL8557-002|CRESEMBA|ISAVUCONAZONIUM SULFATE,Small molecule,4,814.85,,,4.58,159.37,12,2,2,13,N,0.13,12.55,6.45,0.52,0.48,5,MOL,0,51,13,2,2,717.2414,-1.15,NEUTRAL,C35H36F2N8O9S2,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.O=S(=O)([O-])O,LWXUIUUOMSMZKJ-KLFWAVJMSA-M
CHEMBL4594300,FOSDENOPTERIN HYDROBROMIDE,ALXN1101 HBr|FOSDENOPTERIN HYDROBROMIDE|NULIBRY,Small molecule,4,480.17,,,-2.52,201.28,11,7,2,0,N,0.19,1.8,5.03,-2.93,-5,1,MOL,0,24,13,8,2,363.058,1.09,ACID,C10H19BrN5O10P,Br.Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2.O.O,GGLKTKQOHMCQHF-UNHNTEMGSA-N
CHEMBL1055,CHLORTHALIDONE,CHLORTALIDONE|CHLORTALIDONUM|CHLORTHALIDONE|G-33182|Hygroton|NATRIURAN|NSC-69200|PHTHALAMUDINE|Thalitone,Small molecule,4,338.77,160,424,0.92,109.49,4,3,0,2,N,0.76,8.76,None,1.6,1.59,2,MOL,0,22,6,4,0,338.0128,-0.64,NEUTRAL,C14H11ClN2O4S,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N
CHEMBL1615779,IOBENGUANE I 131,(131I)-MIBG|131 I-MIBG|131I-MIBG|3-IODOBENZYLGUANIDINE (131I)|3-IODOBENZYLGUANIDINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1201171,PRAMOXINE HYDROCHLORIDE,NSC-25573|PRAMOCAINE HYDROCHLORIDE|PRAMOXINE HCL|PRAMOXINE HYDROCHLORIDE|Tronolane|Tronothane,Small molecule,4,329.87,19,30,2.97,30.93,4,0,0,9,N,0.66,None,7.06,2.84,2.68,1,MOL,0,21,4,0,0,293.1991,-1.11,NEUTRAL,C17H28ClNO3,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,SYCBXBCPLUFJID-UHFFFAOYSA-N
CHEMBL3707229,TEZEPELUMAB,AMG 157|MEDI19929|TEZEPELUMAB|TEZEPELUMAB-EKKO|Tezspire,Antibody,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1201719,PETROLATUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2110774,CHLORPHENOXAMINE,CHLORPHENOXAMINE,Small molecule,4,303.83,3,7,4.18,12.47,2,0,0,6,N,0.79,None,8.87,4.4,2.92,2,MOL,0,21,2,0,0,303.139,-0.71,BASE,C18H22ClNO,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,KKHPNPMTPORSQE-UHFFFAOYSA-N
CHEMBL206253,NETUPITANT,NETUPITANT|RO 67-3189/000|RO-67-3189|RO-673189000,Small molecule,4,578.6,17,50,6.79,39.68,4,0,2,5,N,0.31,None,7.6,7.26,6.84,3,MOL,0,41,5,0,2,578.248,-1.11,NEUTRAL,C30H32F6N4O,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,WAXQNWCZJDTGBU-UHFFFAOYSA-N
CHEMBL75753,XAMOTEROL,ICI-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2105680,RIFAMYCIN SODIUM,AEMCOLO|CB-01-11|CB-0111|RIFAMASTENE|RIFAMYCIN|RIFAMYCIN SODIUM|RIFAMYCIN SV|RIFAMYCIN SV SODIUM SALT,Small molecule,4,719.76,2,2,4.75,201.31,12,6,3,2,N,0.14,7.09,None,4.17,3.68,2,MOL,0,50,13,6,3,697.3098,2.39,NEUTRAL,C37H46NNaO12,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],YVOFSHPIJOYKSH-NLYBMVFSSA-M
CHEMBL1129,TRIFLURIDINE,F3DTHD|NSC-529182|NSC-75520|T.F.T.|TRIFLURIDINE|TRIFLURIDINE |TRIHERPINE|Viroptic,Small molecule,4,296.2,51,202,-0.8,104.55,6,3,0,2,N,0.66,8.5,None,-0.75,-0.79,1,MOL,0,20,7,3,0,296.062,0.5,NEUTRAL,C10H11F3N2O5,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,VSQQQLOSPVPRAZ-RRKCRQDMSA-N
CHEMBL1200862,METYROSINE,Demser|L-588357-0|METIROSINE|METYROSINE|MK-781|RACEMETIROSINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1749,EDETATE DISODIUM,DISODIUM EDETATE DIHYDRATE|DISODIUM EDETATE HYDRATE|Disodium edetate|E386|EDTA DISODIUM SALT|EDTA DISODIUM SALT ANHYDROUS|Edetate Disodium|Edetate disodium|Endrate|NSC-2760|NSC-759604|Sodium Edetate|Sodium versenate,Small molecule,4,336.21,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,336.0546,None,None,C10H14N2Na2O8,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],ZGTMUACCHSMWAC-UHFFFAOYSA-L
CHEMBL1200943,MERSALYL,MERCURAMIDE|MERSALYL|MERSALYL SODIUM|Salyrgan,Small molecule,4,505.85,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,507.0582,None,None,C13H16HgNNaO6,,
CHEMBL1201591,CORTICORELIN OVINE TRIFLUTATE,Acthrel|CORTICORELIN OVINE TRIFLUTATE|Corticorelin ovine triflutate,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL2103877,EFINACONAZOLE,CLENAFIN|EFINACONAZOLE|IDP-108|JUBLIA|KP-103,Small molecule,4,348.4,7,12,2.48,54.18,5,1,0,5,N,0.84,12.69,7.44,2.24,1.92,2,MOL,0,25,5,1,0,348.1762,-0.78,NEUTRAL,C18H22F2N4O,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,NFEZZTICAUWDHU-RDTXWAMCSA-N
CHEMBL306823,SODIUM DICHLOROACETATE,CMI X-11S|CPC-211|Ceresine|DCA|DCA SODIUM|NSC-744479|SODIUM DICHLOROACETATE,Small molecule,4,150.92,26,96,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,149.9251,None,None,C2HCl2NaO2,O=C([O-])C(Cl)Cl.[Na+],LUPNKHXLFSSUGS-UHFFFAOYSA-M
CHEMBL865,VALDECOXIB,Bextra|NSC-759846|SC-65872|VALDECOXIB|VALDYN,Small molecule,4,314.37,174,847,2.96,86.19,4,1,0,3,N,0.8,10.06,0.42,2.82,2.82,3,MOL,0,22,5,2,0,314.0725,-1.33,NEUTRAL,C16H14N2O3S,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,LNPDTQAFDNKSHK-UHFFFAOYSA-N
CHEMBL372795,STREPTOMYCIN,Chemform|Gerox|NSC-14083|STREPTOMYCIN|Strepcen,Small molecule,4,581.58,270,2964,-8.16,336.43,15,12,3,9,N,0.07,11.23,10.07,-7.06,-11.79,0,MOL,0,40,19,16,3,581.2657,1.77,BASE,C21H39N7O12,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,UCSJYZPVAKXKNQ-HZYVHMACSA-N
CHEMBL1201717,MECASERMIN RINFABATE,IPLEX|MECASERMIN RINFABATE|MECASERMIN RINFABATE RECOMBINANT|Mecasermin Rinfabate Recombinant|Mecasermin rinfabate recombinant|RHIGF-I/RHIGFBP-3|Somatokine,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1201173,MEDRYSONE,HYDROXYMESTERONE|MEDRYSONE|NSC-63278|U-8471,Small molecule,4,344.5,21,35,3.94,54.37,3,1,0,1,N,0.78,None,None,3.13,3.13,0,MOL,0,25,3,1,0,344.2351,2.58,NEUTRAL,C22H32O3,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,GZENKSODFLBBHQ-ILSZZQPISA-N
CHEMBL503,LOVASTATIN,6.ALPHA.-METHYLCOMPACTIN|Altoprev|C10AA02|L-154803|LOVASTATIN|MEVINACOR|MEVINACOR 10|MEVINACOR 40|MEVINOLIN|MEVLOR|MK-803|MONACOLIN K|Mevacor|NSC-758662|SIMVASTATIN IMPURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1208155,ELAGOLIX,ELAGOLIX|Elagolix|NBI-56418,Small molecule,4,631.6,2,4,5.54,102.56,7,2,2,12,N,0.16,3.86,9.04,3.14,3.14,4,MOL,0,45,8,2,2,631.2106,-0.8,ZWITTERION,C32H30F5N3O5,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,HEAUOKZIVMZVQL-VWLOTQADSA-N
CHEMBL1599,CEPHAPIRIN,CEFAPIRIN|Cephapirin,Small molecule,4,423.47,8,50,0.48,125.9,8,2,0,7,N,0.37,3.35,4.99,-2.05,-4.17,1,MOL,0,28,9,2,0,423.0559,-0.32,ACID,C17H17N3O6S2,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,UQLLWWBDSUHNEB-CZUORRHYSA-N
CHEMBL1201481,PORFIMER SODIUM,CL 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2023898,DACLATASVIR,BMS 790052|BMS-790052|DACLATASVIR|DAKLINZA|EBP 883|EBP-883,Small molecule,4,738.89,33,249,6.22,174.64,8,4,2,11,N,0.14,11.15,6.09,4.18,4.16,4,MOL,0,54,14,4,3,738.3853,-0.41,NEUTRAL,C40H50N8O6,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,FKRSSPOQAMALKA-CUPIEXAXSA-N
CHEMBL1502,PANTOPRAZOLE,ALTOPAN|BY 1023|BY-1023|NSC-759257|PANTOCID|PANTOLOC|PANTOLOC CONTROL|PANTOPRAZOLE|PANTOZOL|PROTIUM|PROTIUM I.V.|Pantoprazole|Protonix|SK&F 96022|SK&F-96022|SK-96022|SKF-96022|ZOVANTA,Small molecule,4,383.38,149,683,2.88,92.32,6,1,0,7,N,0.63,9.54,3.55,2.18,2.17,3,MOL,0,26,7,1,0,383.0751,-0.88,NEUTRAL,C16H15F2N3O4S,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N
CHEMBL2108581,CATUMAXOMAB,CATUMAXOMAB|Catumaxomab|REMOVAB,Antibody,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1909079,STANNOUS FLUORIDE,OMNIGEL|STANNOUS FLUORIDE|Stop|TIN FLUORIDE (SNF2),Small molecule,4,156.71,106,584,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,157.899,None,None,F2Sn,,
CHEMBL970,HALAZEPAM,HALAZEPAM|HALAZEPAM CIV|Paxipam|SCH 12041|SCH-12041,Small molecule,4,352.74,24,42,4.09,32.67,2,0,0,2,N,0.8,None,2.33,4.03,4.03,2,MOL,0,24,3,0,0,352.059,-0.99,NEUTRAL,C17H12ClF3N2O,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,WYCLKVQLVUQKNZ-UHFFFAOYSA-N
CHEMBL1200851,HOMATROPINE METHYLBROMIDE,Equipin|HOMAPIN-10|HOMAPIN-5|HOMATROPINE METHYLBROMIDE|HOMATROPINI METHYLBROMIDUM|Homapin|NSC-34399|NSC-757048,Small molecule,4,370.29,11,15,2.03,46.53,3,1,0,3,Y,0.68,11.99,None,-2.57,-2.57,1,MOL,0,21,4,1,0,290.1751,0.68,NEUTRAL,C17H24BrNO3,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2.[Br-],FUFVKLQESJNNAN-RIMUKSHESA-M
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,CP-358|CP-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL455186,TREOSULFAN,Grafapex|Graftrevo|Kepcondi|L-THREITOL 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1863513,INGENOL MEBUTATE,AGN 204332|INGENOL MEBUTATE|PEP-005|PEP005|PICATO,Small molecule,4,430.54,15,78,2.33,104.06,6,3,0,3,N,0.36,12.13,None,2.51,2.51,0,MOL,0,31,6,3,0,430.2355,3.62,NEUTRAL,C25H34O6,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,VDJHFHXMUKFKET-WDUFCVPESA-N
CHEMBL1201567,FILGRASTIM,ACCOFIL|FILGRASTIM|FILGRASTIM FOR BIOASSAY|FILGRASTIM-SNDZ|GRANULOCYTE COLONY-STIMULATING FACTOR FILGRASTIM|KRN-8601|MBRI-9901|NEUPOGEN 30|NEUPOGEN 48|NIVESTIM|Neupogen|R-METHUG-CSF|TBO-FILGRASTIM|TX-01|TX01|XM-02|XM02|ZARZIO,Protein,4,,2,19,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL161,CEFTRIAXONE,CEFTRIAXON|CEFTRIAXONE|Ceftriaxone,Small molecule,4,554.59,203,2619,-1.2,215.22,15,4,2,8,N,0.13,2.72,3.54,-1,-5.53,2,MOL,0,36,15,5,2,554.0461,-0.64,ACID,C18H18N8O7S3,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N
CHEMBL1177,PEMOLINE,AZOKSODON|AZOXODON|AZOXODONE|CENTRAMIN|Cylert|DANTROMIN|DELTAMIN|DELTAMINE|FENOXAZOL|HYTON|HYTON ASA|KETHAMED|LA-956|NITAN|NSC-169499|NSC-25159|OKODON|PEMOLIN|PEMOLINE|PHENIMINOOXAZOLIDINONE|PHENOXAZOLE|PHENYLISOHYDANTOIN|PHENYLPSEUDOHYDANTOIN|PIOXOL|PONDEX|RONYL|SIGMADYN|SISTRA|STIMUL|STIMULOL|TRADON|TRADONE|VOLITAL|YH-1,Small molecule,4,176.18,123,2206,0.6,64.68,3,1,0,1,N,0.68,None,None,0.8,0.8,1,MOL,0,13,4,2,0,176.0586,0.12,NEUTRAL,C9H8N2O2,NC1=NC(=O)C(c2ccccc2)O1,NRNCYVBFPDDJNE-UHFFFAOYSA-N
CHEMBL1504,TRIAMCINOLONE ACETONIDE,ADCORTYL|ADCORTYL IN ORABASE|ALLERNAZE|ARISTOCORT A|ARISTOGEL|AUDICORT|AUREOCORT|Aristocort|Azmacort|FLUTEX|FX-006|FX006|GPPE EAR DPS CAP|GPPE EAR OINT|KENACORT|KENALOG IN ORABASE|KENALOG-10|KENALOG-40|KENALOG-80|KENALOG-H|Kenacourt|Kenalog|NASACORT ALLERGY 24 HOUR|NASACORT AQ|NASACORT HFA|NSC-21916|NYSTADERMAL|Nasacort|Oracort|Oralone|PEVARYL T.C.|REMIDERM|REMOTIC|SILDERM|TRI-ADCORTYL|TRIACORT|TRIAMCINOLONE ACETONIDE|TRIAMCINOLONE ACETONIDE IN ABSORBASE|TRIATEX|TRIESENCE|TRIVARIS|TRYMEX|Tri-nasal|Triacet|Triamcinolone Acetonide|Triderm|Vetalog|XIPERE|ZILRETTA,Small molecule,4,434.5,147,349,2.42,93.06,6,2,0,2,N,0.69,13.4,None,1.94,1.94,0,MOL,0,31,6,2,0,434.2105,2.29,NEUTRAL,C24H31FO6,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,YNDXUCZADRHECN-JNQJZLCISA-N
CHEMBL2106111,CALCIUM LACTATE,CALCIUM (AS LACTATE)|CALCIUM LACTATE|CALCIUM LACTATE ANHYDROUS|CALCIUM LACTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1164729,FEBUXOSTAT,ADENURIC|FEBUXOSTAT|NSC-758874|TMX-67|ULORIC,Small molecule,4,316.38,24,103,3.72,83.21,5,1,0,5,N,0.91,3.08,0.39,3.52,0.06,2,MOL,0,22,5,1,0,316.0882,-1.73,ACID,C16H16N2O3S,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N
CHEMBL460291,LACIDIPINE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL546,OXPRENOLOL,OXPRENOLOL|Oxprenolol,Small molecule,4,265.35,36,130,1.99,50.72,4,2,0,9,N,0.67,None,9.67,2.17,-0.06,1,MOL,0,19,4,2,0,265.1678,-0.33,BASE,C15H23NO3,C=CCOc1ccccc1OCC(O)CNC(C)C,CEMAWMOMDPGJMB-UHFFFAOYSA-N
CHEMBL1201199,LEUPROLIDE,(-)-LEUPROLIDE|ABBOTT-43818 FREE BASE|CKD-841|LEUPORELIN|LEUPROLIDE|LEUPRORELIN|LEUPRORELIN SLOW RELEASE|NSC-377526|TAP-144 FREE BASE,Protein,4,1209.42,32,88,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1208.6455,None,None,C59H84N16O12,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,GFIJNRVAKGFPGQ-LIJARHBVSA-N
CHEMBL2062257,BRIMONIDINE TARTRATE,AGN 190342-LF|AGN-190342-LF|AGN-190342LF|ALPHAGAN P|Alphagan|BRIMONIDINE D-TARTRATE|BRIMONIDINE TARTRATE|BROMOXIDINE TARTRATE|BRYMONT|CD-07805|LUMIFY|MIRVASO|OCU-300|OCU300|QOLIANA|UK-14304-18|UK-1430418,Small molecule,4,442.23,,,1.76,62.2,5,2,0,1,N,0.84,None,8.32,1.37,0.42,2,MOL,0,17,5,2,0,291.012,-0.67,NEUTRAL,C15H16BrN5O6,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)C(O)C(O)C(=O)O,QZHBYNSSDLTCRG-UHFFFAOYSA-N
CHEMBL488,AMINOGLUTETHIMIDE,AMINOGLUTETHIMIDE|Aminoglutethimide|Cytadren|NSC-330915|ORIMETEN,Small molecule,4,232.28,227,762,1.35,72.19,3,2,0,2,N,0.6,11.69,4.28,1.3,1.3,1,MOL,0,17,4,3,0,232.1212,0.08,NEUTRAL,C13H16N2O2,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,ROBVIMPUHSLWNV-UHFFFAOYSA-N
CHEMBL945,AMILORIDE,AMICLARAN|AMILORIDE|Amiloride|Hydro-Ride|Midamor,Small molecule,4,229.63,177,831,-1.08,156.79,6,5,0,1,N,0.3,11.43,7.35,-0.5,-0.77,1,MOL,0,15,8,8,1,229.0479,-0.47,NEUTRAL,C6H8ClN7O,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N
CHEMBL396778,SAFINAMIDE,EMD 1195686|EMD-1195686|SAFINAMIDE|XADAGO,Small molecule,4,302.35,18,168,2.37,64.35,3,2,0,7,N,0.83,None,7.93,2.48,1.84,2,MOL,0,22,4,3,0,302.1431,-1.35,NEUTRAL,C17H19FN2O2,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,NEMGRZFTLSKBAP-LBPRGKRZSA-N
CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,AM-101|ESKETAMINE HYDROCHLORIDE|KETAMINE HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3833317,FERRIC PYROPHOSPHATE CITRATE,FERRIC PYROPHOSPHATE CITRATE|H-61|H61|SFP|TRIFERIC AVNU|Triferic,Small molecule,4,1321.57,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1321.5565,None,None,C18H24Fe4O42P6,,
CHEMBL1200961,BROMPHENIRAMINE MALEATE,(+)-Brompheniramine Maleate|BROMPHENIRAMINE MALEATE|Brompheniramine fumarate|DIMEGAN|DIMETANE-TEN|DIMOTANE|DIMOTANE L.A.|Dimetane|NSC-758652|PARABROMDYLAMINE MALEATE,Small molecule,4,435.32,24,50,3.93,16.13,2,0,0,5,N,0.83,None,9.48,3.75,1.68,2,MOL,0,19,2,0,0,318.0732,-1.24,BASE,C20H23BrN2O4,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,SRGKFVAASLQVBO-BTJKTKAUSA-N
CHEMBL2043437,GLASDEGIB,GLASDEGIB|Glasdegib|PF-04449913|PF-4449913,Small molecule,4,374.45,19,40,3.39,96.84,4,3,0,3,N,0.65,11.39,6.67,2.28,2.21,3,MOL,0,28,7,3,0,374.1855,-1.66,NEUTRAL,C21H22N6O,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,SFNSLLSYNZWZQG-VQIMIIECSA-N
CHEMBL243712,AMISULPRIDE,AMINOSULTOPRIDE|AMISULPRIDE|APD-421|APD421|BARHEMSYS|DAN-2163|DENIBAN|NSC-760085|SOCIAN|SOLIAN|SOLIAN 100|SOLIAN 200|SOLIAN 400|SOLIAN 50|SULAMID,Small molecule,4,369.49,43,91,1.29,101.73,6,2,0,7,N,0.7,None,7.05,0.25,0.09,1,MOL,0,25,7,3,0,369.1722,-1.38,NEUTRAL,C17H27N3O4S,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB-UHFFFAOYSA-N
CHEMBL1533,DESOGESTREL,AIZEA|CERAZETTE|CERELLE|DESOGESTREL|DESOMONO|FEANOLLA|MIRCETTE|NACREZ|ORG 2969|ORG-2969|ZELLETA,Small molecule,4,310.48,10,21,4.87,20.23,1,1,0,1,N,0.54,None,None,4.42,4.42,0,MOL,0,23,1,1,0,310.2297,1.78,NEUTRAL,C22H30O,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,RPLCPCMSCLEKRS-BPIQYHPVSA-N
CHEMBL334966,CANGRELOR,AR-C69931XX|CANGRELOR|Cangrelor,Small molecule,4,776.37,5,8,2.85,255.91,15,7,3,15,N,0.05,0.79,4.94,-0.6,-5.25,2,MOL,0,44,17,7,3,774.9483,0.06,ACID,C17H25Cl2F3N5O12P3S2,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-N
CHEMBL2360464,PEMETREXED DISODIUM,Alimta|LY-231514 DISODIUM SALT|LY231514 DISODIUM SALT|PEMETREXED DISODIUM|PEMETREXED DISODIUM HEPTAHYDRATE|PEMETREXED SODIUM HYDRATE|PEMETREXED SODIUM SALT,Small molecule,4,471.38,14,42,0.67,191.26,6,6,1,9,N,0.29,3.34,2.97,0.43,-5.55,3,MOL,0,31,11,7,2,427.1492,0.07,ACID,C20H19N5Na2O6,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],NYDXNILOWQXUOF-GXKRWWSZSA-L
CHEMBL2103873,MACITENTAN,ACT 064992|ACT-064992|MACITENTAN|OPSUMIT,Small molecule,4,588.28,22,87,3.57,128.22,8,2,1,11,N,0.33,7.76,3.26,3.69,3.55,3,MOL,0,32,10,2,1,585.9633,-1.23,NEUTRAL,C19H20Br2N6O4S,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,JGCMEBMXRHSZKX-UHFFFAOYSA-N
